ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Procedura_Sintetica,Esito_ML,Volume solvente,Data_Quality_Flag,Exact_Duplicate_Group,Outcome_Conflict_Flag,Training_v5_2_Status,Training_v5_2_Reason,Training_v5_2_Warning,Split_ID,Split_Set,Grouping_Variable,Split_Seed,Ligand_Text,Hydration_Number,Counterion_Class,Oxidation_State,Metal_Atomic_Number,Metal_Atomic_Weight,Metal_Group,Metal_Period,Metal_Block,Metal_Electronegativity,Ligand_SMILES,Ligand_InChIKey,Structure_Status,Structure_Source,Ligand_Scaffold,Label_Contradiction_Flag,Structure_Missing_Flag,Quality_Status,Condition_Outcome_Conflict_Flag
337,"PzDC / 1H-3,5-dicarboxylic",Pyrazole carbossilati,Zr,ZrCl4,H2O,Nessuno,120,48.0,0.1,0.1,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"pzdc / 1h-3,5-dicarboxylic pyrazole carbossilati",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,,,pubchem_http_404,unresolved,,False,True,REVIEW,True
338,"PzDC / 1H-3,5-dicarboxylic",Pyrazole carbossilati,Zr,ZrCl4,DMF/H2O,Nessuno,120,48.0,0.1,0.1,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"pzdc / 1h-3,5-dicarboxylic pyrazole carbossilati",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,,,pubchem_http_404,unresolved,,False,True,REVIEW,True
339,"PzDC / 1H-3,5-dicarboxylic",Pyrazole carbossilati,Zr,ZrCl4,H2O,Nessuno,120,72.0,0.1,0.075,1.33333333,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"pzdc / 1h-3,5-dicarboxylic pyrazole carbossilati",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
340,"PzDC / 1H-3,5-dicarboxylic",Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,120,72.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"pzdc / 1h-3,5-dicarboxylic pyrazole carbossilati",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
341,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Trietilammina (TEA),150,72.0,0.1,0.1,1.0,Solvothermal,0,,additive_canonicalized;numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
348,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Co,CoCl2+FeCl3,DMF,MeOH,130,16.0,0.1,0.1,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-diamino-4,4'-bipyrazole bipyrazole",0.0,chloride,3.0,27.0,58.933,9.0,4.0,d,1.88,Nc1n[nH]c(N)c1-c1cn[nH]c1,DLWHCOVNOOTWOY-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
362,TpMe2Tl,Organometallica,Ru,[Ru(p-cymene)Cl2]2,CH2Cl2,Nessuno,120,3.0,0.1,0.05,2.0,"Sciolto prima il sale metallico all'interno della vial, una volta solubilizzato ho aggiunto il legante; lasciato in stirring per 3 ore e poi fatto evaporare lentamente il solvente fino a dimezzare il volume. Una volta dimezzato il volume ho aggiunto dietil etere circa 5 ml, ho notato la formazione di una piccola sospensione, quindi l'ho filtrato su filtro con mesh sottili(precipitato bianco-grigio). Le acque madri raccolte ed aspettato di dimezzare nuovamente il volume. Una volta evaporato tutto il solvente, nel residuo ho aggiunto Et2O e poi filtrato. Ora procedo a caratterizzare il precipitato ed aspetto che le acque madri evaporino.",1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,tpme2tl organometallica,0.0,chloride,2.0,44.0,101.07,8.0,5.0,d,2.2,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
369,Et4BPz,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,4.0,0.1,0.1,1.0,"Solubilizzato il dimero del metallo in 10 ml di MeOH, una volta solulbilizzato ho aggiunto il legante e lasciato in stirring per 16 ore.",2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,et4bpz organometallica - pirazoli,0.0,chloride,2.0,44.0,101.07,8.0,5.0,d,2.2,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
371,H2BPZNH2,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,4.0,0.1,0.1,1.0,"Dopo 4 ore ancora nessuna cristallizzazione, evaporato un po di solvente e poi messo in frido appena raffreddato. Aggiunto eteredietilico, perchè non vi era avvenuta cristallizzazione.",2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,h2bpznh2 organometallica - pirazoli,0.0,chloride,2.0,44.0,101.07,8.0,5.0,d,2.2,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
372,"3,5-diamino-4,4'-bipyrazole",Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,4.0,0.16,0.16,1.0,"Ho pesato il dimero e sciolto in 10 ml di MeOH; una volta sulubilizzato ho aggiunto il legante e lasciato sotto agitazione per 4 ore. Una volta fatto evaporare completamente il solvente ho notato un precipitato rosso bruno, filtrato con dietil etere e mandato un HNMR comr Ru3. Il precipitato rimasto nella vial l'ho lavato con acetone d ulteriormente filtrato, ora mando anche questo all'HNMR come Ru3.lavato con acetone.",1,,ligand_typography_standardized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,5-diamino-4,4'-bipyrazole organometallica - pirazoli",0.0,chloride,2.0,44.0,101.07,8.0,5.0,d,2.2,Nc1n[nH]c(N)c1-c1cn[nH]c1,DLWHCOVNOOTWOY-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
374,FErrocenylPz,Organometallica,Non specificato,PdCl2·(CH3CN)2,MeOH,Nessuno,120,4.0,0.2,0.1,2.0,"Ho sciolto il palladio in 10 ml di metanolo in un pallone a due colli dove insufflavo argono. Dopo 15 minuti ho aggiunto il legante e lasciato insufflare argon per altri 10 minuti, poi cessato il flusso di argon ho messo il tappo. Subito dopo l'aggiunta del legante ho notato cambio di colore con intorbidimento della soluzione. Ho filtrato il precipitato e le acque madri le ho messe in una vial per far evaporare lentamente il solvente. Ilprecipitato era il legante, visto all'IR",2,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,ferrocenylpz organometallica,0.0,chloride,2.0,,,,,unknown,,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
378,FErrocenylPz,Organometallica,Non specificato,PdCl2·(CH3CN)2,MeOH,Nessuno,120,4.0,0.4,0.2,2.0,"Filtrato il precipitato(eccesso di legante), la soluzione raccolta in una beuta e fatta evaporare all'aria.",1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,ferrocenylpz organometallica,0.0,chloride,2.0,,,,,unknown,,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
379,"1,4-Di(1H-pyrazol-4-yl)benzene",Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,24.0,0.2,0.1,2.0,"To a methanolic (5 mL) solution of pyrazole based ligand , was added a methanolic (5 mL) solution of [RuCl2(η6-p-cymene)]2 , and the reaction mixture was allowed to stir for 4 h at room temperature. Dopo 24 ore ho filtrato l'eccesso di reagenti e lasciato poi dimezzare il volume della soluzione all'aria lentamente. Portato a secco e mandato l'HNMR",2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-di(1h-pyrazol-4-yl)benzene organometallica - pirazoli",0.0,chloride,2.0,44.0,101.07,8.0,5.0,d,2.2,c1cc(-c2cn[nH]c2)ccc1-c1cn[nH]c1,RUGLQPNWHSDVER-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1cc(-c2cn[nH]c2)ccc1-c1cn[nH]c1,False,False,INCLUDE,False
380,(NO2)2BPz,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,24.0,0.1,0.05,2.0,"filtrato e lavato con metanolo, dopo aver dimezzato il volume della soluzione.Precipitato di colore nero, ma sembra cristallino",2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,(no2)2bpz organometallica - pirazoli,0.0,chloride,2.0,44.0,101.07,8.0,5.0,d,2.2,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
381,NO2BPz,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,24.0,0.1,0.05,2.0,"filtrato per rimuovere l'eccesso di reagenti noon reagito, lasciato ridurre il volume. Lavato con etere dietilico e filtrato(precipitato verdino).Ir del primo precipitato è pessimo. Le acque madri le ho tenute.",1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,no2bpz organometallica - pirazoli,0.0,chloride,2.0,44.0,101.07,8.0,5.0,d,2.2,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1,RTOLQGUSKACYLE-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
382,FErrocenylPz,Organometallica,Non specificato,PdCl2·(CH3CN)2,MeOH,Nessuno,120,6.0,0.1,0.1,1.0,"Ho pesato il dimero e sciolto in 10 ml di MeOH; una volta sulubilizzato ho aggiunto il legante e lasciato sotto agitazione per 6ORE. Ho lasciato dimezzare il volume all'aria, poi aggiunto qualche goccia di dietiletere e messo in frigo. Il precipitato ottenuto l'ho filtrato.",2,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,ferrocenylpz organometallica,0.0,chloride,2.0,,,,,unknown,,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
383,"3,3'-diamino-4,4'-bipyrazole",Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,24.0,0.1,0.1,1.0,Ho pesato il dimero e sciolto in 10 ml di MeOH; una volta sulubilizzato ho aggiunto il legante e lasciato sotto agitazione per 24 ORE.Fatto evaporare all'aria per ridurre il volume,1,,ligand_typography_standardized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-diamino-4,4'-bipyrazole organometallica - pirazoli",0.0,chloride,2.0,44.0,101.07,8.0,5.0,d,2.2,Nc1[nH]ncc1-c1cn[nH]c1N,PHTOIJSCSJAMNE-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
384,"1,4-Di(1H-pyrazol-4-yl)benzene BDP",Organometallica - pirazoli,Ir,[Ir(C₅Me₅)Cl₂]₂,MeOH,Nessuno,120,24.0,0.05,0.1,0.5,"Ho sciolto il sale metallico in 10 ml di MeOH, una volta solubilizzato ho aggiunto il linker e lasciato in stirring.",1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-di(1h-pyrazol-4-yl)benzene bdp organometallica - pirazoli",0.0,chloride,,77.0,192.217,9.0,6.0,d,2.2,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
385,"1,4-Di(1H-pyrazol-4-yl)benzene BDP",Organometallica - pirazoli,Rh,[Rh(C5Me5)Cl2]2,MeOH,Nessuno,120,24.0,0.05,0.1,0.5,"Ho sciolto il sale metallico in 10 ml di MeOH, una volta solubilizzato ho aggiunto il linker e lasciato in stirring.",1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-di(1h-pyrazol-4-yl)benzene bdp organometallica - pirazoli",0.0,chloride,2.0,45.0,102.906,9.0,5.0,d,2.28,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
386,Ru1,Organometallica,Ru,CAgF3SO3,MeCN,Nessuno,120,3.0,0.06,0.12,0.5,lasciato aperto a temperatura ambiente per cercare di ridurre il volume di solvente e favorire una cristallizzazione,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,ru1 organometallica,0.0,other,,44.0,101.07,8.0,5.0,d,2.2,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
387,"Ru1 scambio anionico FW=868,73",Organometallica - scambio anionico,Ru,"4,4'-bipiridina",MeCN,Nessuno,120,24.0,0.04,0.04,1.0,"Dopo 5h la soluzione ha cambiato colore, ora faccio evaporare un pò di solvente per vedere se verrà giu qualcosa. Una volta dimezzato il volume ho aggiunto 5 ml di dietil etere e poi posto a scaldare su piastra per circa 15 minuti, ho nontato un precipitato nerastro, fatto raffreddare e posto in frigo per vedere se continuerà a venire giu.",2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"ru1 scambio anionico fw=868,73 organometallica - scambio anionico",0.0,iodide,,44.0,101.07,8.0,5.0,d,2.2,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
388,"Ru1,2",Organometallica,Ru,CAgF3SO3,CH2Cl2,Nessuno,120,3.0,0.04,0.08,0.5,"Precipitato bianco formatosi alla fine delle 4 ore, filtrato e lasciato ridurre di volume all'aria.",2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"ru1,2 organometallica",0.0,other,,44.0,101.07,8.0,5.0,d,2.2,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
389,"Ru1,3 802,63",Organometallica,Ru,CAgF3SO3,CH2Cl2,Nessuno,120,5.0,0.05,0.2,0.25,"Precipitato bianco formatosi alla fine delle 4 ore, filtrato e lasciato ridurre di volume all'aria.",1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"ru1,3 802,63 organometallica",0.0,other,,44.0,101.07,8.0,5.0,d,2.2,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
390,"Ru1,3 scambio anionico FW=868,73",Organometallica - scambio anionico,Ru,"4,4'-bipiridina",MeCN,Nessuno,120,5.0,0.02,0.02,1.0,"Ho solubilizzato il complesso in 10 ml di MeCN, in un'altra vial ho solubilizzato la bipiridina in altri 10 ml di MeCN, poi ho aggiunto goccia a goccia nella soluzione del complesso.",1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"ru1,3 scambio anionico fw=868,73 organometallica - scambio anionico",0.0,iodide,,44.0,101.07,8.0,5.0,d,2.2,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
391,"Ru1,3",Organometallica,Ru,CAgF3SO3,CH2Cl2,Nessuno,120,5.0,0.05,0.2,0.25,"Precipitato bianco formatosi alla fine delle 4 ore, filtrato e lasciato ridurre di volume all'aria.",1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"ru1,3 organometallica",0.0,other,,44.0,101.07,8.0,5.0,d,2.2,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
392,"Ru1,3 scambio anionico2 FW=868,73",Organometallica - scambio anionico,Ru,BDP,MeCN,Nessuno,120,24.0,0.02,0.02,1.0,"Ho solubilizzato il complesso in 52 ml di MeCN, in un'altra vial ho solubilizzato il BDP in altri 5 ml di MeCN, poi ho aggiunto goccia a goccia nella soluzione del complesso. Soluzione torbida, perchè il legante non si è solubilizzato molto bene in MeCN. Dopo 24 ore ho filtrato l'eccesso di reagenti ed ho lasciato ad evaporare il solvente all'aria lentamente.",1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"ru1,3 scambio anionico2 fw=868,73 organometallica - scambio anionico",0.0,other,,44.0,101.07,8.0,5.0,d,2.2,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
393,"Ru1,3",Organometallica,Ru,CAgF3SO3,CH2Cl2,Nessuno,120,6.0,0.05,0.22,0.227,"Filtrato il precipitato formatosi, sciacquato con 5 ml di diclorometano e poi lasciato evaporare all'aria le acque madri.",1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"ru1,3 organometallica",0.0,other,,44.0,101.07,8.0,5.0,d,2.2,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
395,"Ru1,3",Organometallica,Ru,CAgF3SO3,CH2Cl2,Nessuno,120,5.0,0.05,0.2,0.25,"Solubilizzato separatamente i due reagenti, poi aggiungo goccia a goccia la soluzione di CAgF3SO3 in quella del complesso. Precipitato bianco formatosi alla fine delle 4 ore, filtrato e lasciato ridurre di volume all'aria.",1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"ru1,3 organometallica",0.0,other,,44.0,101.07,8.0,5.0,d,2.2,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
396,"Ru1 scambio anionico FW=868,73",Organometallica - scambio anionico,Ru,"4,4'-bipiridina(Az50)",MeCN,Nessuno,120,24.0,0.02,0.04,0.5,"Solubilizzare il complesso in 2 ml di acetonitrile, in una vial separata solubilizzare la bipiridina con 3 ml di CH3CN ed aggiungere goccia a goccia la soluzione in quella del complesso. Lasciar reagire 24h.",1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"ru1 scambio anionico fw=868,73 organometallica - scambio anionico",0.0,iodide,,44.0,101.07,8.0,5.0,d,2.2,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
397,Et4BPz,Organometallica - pirazoli,Rh,[Rh(C5Me5)Cl2]2,MeOH,Nessuno,120,16.0,0.1,0.05,0.5,"Solubilizzato il dimero del metallo in 10 ml di MeOH, una volta solulbilizzato ho aggiunto il legante e lasciato in stirring per 16 ore.",1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,et4bpz organometallica - pirazoli,0.0,chloride,2.0,45.0,102.906,9.0,5.0,d,2.28,,,pubchem_http_404,unresolved,,False,True,INCLUDE,False
398,H2BPZNH2,Organometallica,Rh,[Rh(C5Me5)Cl2]3,MeOH,Nessuno,70,24.0,0.1,0.05,0.5,"Solubilizzato il dimero del metallo in 10 ml di MeOH, una volta solulbilizzato ho aggiunto il legante e lasciato in stirring per 16 ore.",1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,h2bpznh2 organometallica,0.0,chloride,2.0,45.0,102.906,9.0,5.0,d,2.28,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
399,(NO2)2BPz,Organometallica,Ir,[Ir(C5Me5)Cl2]4,MeOH,Trietilammina (TEA) 2 eq,70,24.0,0.1,0.05,0.5,"Solubilizzato il dimero del metallo in 10 ml di MeOH, una volta solulbilizzato ho aggiunto il legante e lasciato in stirring per 16 ore.",1,,additive_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,(no2)2bpz organometallica,0.0,chloride,2.0,77.0,192.217,9.0,6.0,d,2.2,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
400,NO2BPz,Organometallica,Ir,[Ir(C5Me5)Cl2]5,MeOH,Trietilammina (TEA) 2 eq,70,24.0,0.1,0.05,0.5,"Solubilizzato il dimero del metallo in 10 ml di MeOH, una volta solulbilizzato ho aggiunto il legante e lasciato in stirring per 16 ore.",1,,additive_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,no2bpz organometallica,0.0,chloride,2.0,77.0,192.217,9.0,6.0,d,2.2,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1,RTOLQGUSKACYLE-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
401,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,120,24.0,0.7,2.2,0.3182,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",6.0,nitrate,2.0,30.0,65.38,12.0,4.0,d,1.65,O=C(O)c1ccc(C(=O)O)cc1,KKEYFWRCBNTPAC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccccc1,False,False,INCLUDE,False
403,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Zr,ZrCl4,DMF/HCl,Nessuno,120,24.0,1.5,1.5,1.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"1,4-benzenedicarboxylic acid (h2bdc) non specificata",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,O=C(O)c1ccc(C(=O)O)cc1,KKEYFWRCBNTPAC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccccc1,False,False,INCLUDE,False
405,2-Nitroterephthalic acid,Non specificata,Zr,ZrCl4,DMF/HCl,Nessuno,120,24.0,1.0,1.0,1.0,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,2-nitroterephthalic acid non specificata,0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,O=C(O)c1ccc(C(=O)O)c([N+](=O)[O-])c1,QUMITRDILMWWBC-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1ccccc1,False,False,INCLUDE,False
